abstract_id,line_id,abstract_text,line_number,total_lines,target
9354208,9354208_8_9,Twenty and 40 mg sustained-release isosorbide dinitrate twice daily had no effect on swallow-initiated oesophageal contractions but decreased lower oesophageal sphincter resting pressure .,8,9,CONCLUSIONS
17635508,17635508_8_16,"Active treatment was statistically superior to placebo in reduction of Leeds grading and total , inflammatory and noninflammatory lesion counts .",8,16,RESULTS
9296229,9296229_1_7,In that study cisplatin ( 120 mg/m2 ) was delivered on day 1 and ifosfamide and mitomycin on day 2 .,1,7,BACKGROUND
10733058,10733058_16_19,Three permanent discontinuations of vest use occurred .,16,19,RESULTS
9236354,9236354_8_12,A progressive decline occurred in this variable during the period 3 to 4 hours after CPB .,8,12,RESULTS
7707126,7707126_15_17,Patient age and clinical status had an impact on outcome with pentostatin .,15,17,CONCLUSIONS
23547487,23547487_0_9,The purpose of this study was to determine the plaque removal effectiveness of a new children 's powered toothbrush and compare it to that of a manual brush .,0,9,OBJECTIVE
8681614,8681614_5_17,"After the initial diagnostic workup , patients were considered to be candidates for either N-CPAP ( 44 patients ) or surgical treatment ( uvulopalatopharyngoplasty [ UPPP ] with or without mandibular osteotomy ) ( 32 patients ) .",5,17,METHODS
21477682,21477682_9_16,"Complete abortion occurred for 76.2 % ( n = 147 ) of women allocated to misoprostol-only vs. 96.5 % ( n = 194 ) of those given mifepristone + misoprostol ( RR 0.79 , 95 % CI 0.73-0 .86 ) .",9,16,RESULTS
22689417,22689417_2_7,"In this post-hoc analysis , 258 patients from the Combination Assessment of Ranolazine In Stable Angina ( CARISA ) trial were considered as treated with maximally-tolerated doses of beta-blockers or calcium-channel blockers ( systolic blood pressure ( SBP ) 100 mm Hg , and/or a resting heart rate 60 beats per minute , and/or an ECG PR interval 200 msec ) .",2,7,RESULTS
19366274,19366274_18_21,"Both dosing regimens were well tolerated ; one incident of vomiting and one of headache were rated as moderate , with all other adverse events being rated as mild .",18,21,RESULTS
12374678,12374678_5_10,"Of 119 subjects entered , 96 % completed the study and were evaluable for the main study end point .",5,10,RESULTS
19328244,19328244_2_10,The primary care intervention is designed to improve patients ' self care and to reduce clinical inertia through provider use of standardized clinical guidelines to achieve better diabetes outcomes .,2,10,BACKGROUND
9013219,9013219_18_20,More instruction sessions on the relaxation method may have resulted in more positive outcomes .,18,20,CONCLUSIONS
21397384,21397384_4_10,The mean chest compression rate in the IG ( 98/min ) was closer to the recommended 100 bpm than in the CG ( 110/min ) .,4,10,RESULTS
9594209,9594209_11_12,One HF or HDF session in addition to two HD sessions weekly is similarly effective to decrease the serum level of PTH and the proof of the clinical effectiveness of such a therapy awaits a long-term observation .,11,12,CONCLUSIONS
23834272,23834272_1_11,Eight volunteers whose maxillary first premolars were removed for orthodontic treatment participated .,1,11,METHODS
17557771,17557771_1_10,"Although the anti-inflammatory effects of corticosteroids in stable COPD are unclear , recent studies suggest that combination therapy could be beneficial .",1,10,BACKGROUND
22284244,22284244_1_10,"We included 27 obese , insulin-dependent T2DM patients in a 16-week VLCD study , of whom 13 participated simultaneously in an exercise program ( VLCD+E ) .",1,10,METHODS
1622904,1622904_1_12,Prospective randomized controlled study .,1,12,METHODS
20135132,20135132_5_11,The relief of symptoms was significantly superior in group I compared with group II ( P < 0.05 ) .,5,11,RESULTS
18226677,18226677_4_10,Women were interviewed about potential risk factors for genital findings at every visit and tested routinely for sexually transmitted and vaginal infections .,4,10,METHODS
12807838,12807838_0_12,To compare survival and outcome in patients receiving a mechanical or bioprosthetic heart valve prosthesis .,0,12,OBJECTIVE
15082468,15082468_6_12,"Celecoxib was more efficacious than acetaminophen in both periods in both studies ; WOMAC and pain scale scores differed at p < 0.05 in period II and both periods combined of PACES-a and in periods I and II and both periods combined in PACES-b , but not in period I of PACES-a .",6,12,RESULTS
24386900,24386900_13_16,"The intervention did not change the culture of the homes and , in the case study homes , activity levels did not change outside the exercise groups .",13,16,CONCLUSIONS
11868924,11868924_14_15,These findings may predict the efficacy of this drug in treating allergic disorders .,14,15,CONCLUSIONS
24839144,24839144_0_13,Lactoferrin ( LF ) is effective in the prevention of sepsis in very low birth weight ( VLBW ) neonates .,0,13,OBJECTIVE
22108449,22108449_3_16,Consecutive GERD patients were included in the study .,3,16,METHODS
15234692,15234692_9_12,Despite 18 participating centres only 56 patients were randomised to PTA our bypass surgery .,9,12,CONCLUSIONS
21561398,21561398_11_15,Changes in other efficacy measures were similar between the groups .,11,15,RESULTS
17347011,17347011_1_10,"Furthermore , the possible use of IGFBP-4 and IGFBP-5 as markers of GH doping is discussed .",1,10,OBJECTIVE
19232638,19232638_1_6,"Sixteen children ( 6-11 years old ) with developmental disability and 19 age-matched typical children participated in a cross-over trial measuring behavioral and psychophysiological variables , performed during a dental intervention .",1,6,METHODS
22283356,22283356_1_12,The aim of the present study was to evaluate the use of a mobile phone application for recording symptoms and physical activity exertion during an experimental physical exercise study .,1,12,OBJECTIVE
21306322,21306322_6_14,The SF-36 was completed at 5 weeks and 6 months .,6,14,METHODS
16192765,16192765_10_21,Similar times until LOCverbal were seen for AQ and PropofolD .,10,21,RESULTS
16424649,16424649_1_18,"Six years ago , low-dose intravenous immunoglobulin ( IVIG ) treatment of childhood ITP was started at the Pediatric Hematology Unit , Ain Shams University , while intravenous anti-D has been introduced in Egypt in 2001 .",1,18,BACKGROUND
12492451,12492451_7_15,"Plasma PTH levels did not change , whereas a slight dose-dependent increase occurred in plasma 1,25 ( OH ) 2D levels .",7,15,RESULTS
15180728,15180728_0_18,Flexible sigmoidoscopy ( FS ) is a commonly used method for colorectal cancer screening .,0,18,BACKGROUND
9405029,9405029_14_15,"However , the relevance of these associations to cardiovascular morbidity remains to be established .",14,15,CONCLUSIONS
21519001,21519001_4_12,Primary outcomes were change on the Selective Reminding Test ( SRT ) of verbal memory and the participant 's impression of memory change .,4,12,METHODS
15973948,15973948_0_12,"Two different graft materials , beta-tricalcium phosphate ( Cerasorb ) and autogenous bone , were used in the same patient .",0,12,OBJECTIVE
22632585,22632585_6_11,The primary outcome measures were change in pain intensity ( 11-point box numerical rating scale ) and self-perceived change in pain ( 7-point ordinal scale ) .,6,11,METHODS
17530311,17530311_0_13,"Smoking cessation programs are very effective , but little is known about how to get smokers to attend these programs .",0,13,BACKGROUND
9207282,9207282_4_10,They received a single 75-mg ( 3 mL ) intramuscular injection of diclofenac ( n = 27 ) or similarly administered 3 mL of saline ( n = 26 ) .,4,10,METHODS
24530134,24530134_9_14,"In Group I , BMI increased , total body bone density decreased significantly at the end of the steroid therapy .",9,14,RESULTS
11294919,11294919_6_8,"In fact , analysis of the combined data from the phase II and III trials revealed a significantly more rapid decline of forced vital capacity in patients treated with gabapentin .",6,8,RESULTS
23761968,23761968_0_8,"This study investigated the efficacy and safety of monthly risedronate , with and without cholecalciferol , on 25-hydroxyvitamin D ( 25 [ OH ] D ) levels and bone markers in Korean patients with osteoporosis .",0,8,OBJECTIVE
7524997,7524997_6_11,Thus 33 T-TURP and 29 M-TURP patients underwent detailed examination .,6,11,RESULTS
19058760,19058760_3_13,The doses were titrated up if target blood pressure was not reached .,3,13,METHODS
24848492,24848492_1_10,"Twenty-two men and women ( age , 21.2 0.6 yr ; body mass index , 22.5 0.6 kg m ( -2 ) ) consumed an additional 75 g of fructose for 14 d on two separate occasions : high physical activity ( PA ) ( approximately 12,500 steps per day ) ( FR + active ) and low PA ( approximately 4500 steps per day ) ( FR + inactive ) .",1,10,METHODS
9809092,9809092_7_12,The rate of block progression of the non-dependent side was higher in the groups receiving 2.5 ml 0.5 % hyperbaric bupivacaine solution than in the other groups ; at the same time the level of block was higher and the duration of block was longer .,7,12,RESULTS
15154664,15154664_3_7,One hundred and ninety-four patients underwent adjuvant therapy based on CMF regimens ( group B ) .,3,7,METHODS
3257670,3257670_13_15,"This effect may be explained by the lesser effectiveness of single-dose treatment in eradicating vaginal E. coli , resulting in more frequent same-strain recurrences within 2 weeks of treatment .",13,15,CONCLUSIONS
21651805,21651805_3_10,"The primary outcome is the timed-up-and-go test ( TUGT ) , measured at baseline and 14 weeks post-randomisation .",3,10,METHODS
19960132,19960132_6_13,Patients in the peer support group ( n = 45 ) received individualized education and support via telephone from trained cardiac surgery peer volunteers for eight weeks following hospital discharge .,6,13,RESULTS
11822111,11822111_3_12,"In the other group , students received only a single classroom-based DHE lesson ( n = 206 ) .",3,12,METHODS
17552046,17552046_3_10,Twenty subjects with active RA ( mean Disease Activity Score 5.13 + / - 0.92 ) without dyslipidemia and no history of coronary artery disease were randomized in a double-blind placebo-controlled trial to receive 80 mg of atorvastatin ( A ) or placebo ( P ) daily in addition to stable antirheumatic drug therapy .,3,10,METHODS
17121048,17121048_5_6,Acupuncture auxiliary Western medicine treatment has better effects than that of Western treatment alone in treating RF patients with man-machine counteraction during mechanical ventilation .,5,6,CONCLUSIONS
18068618,18068618_15_16,"These findings suggest that in long-term survivors of complicated MI , different mechanisms modulate plasma levels of MMP-9 and N-BNP .",15,16,CONCLUSIONS
8784318,8784318_0_8,"Although more than 50 methods of gastric replacement after total gastrectomy have been used , none of them has demonstrated a substantial nutritional advantage .",0,8,BACKGROUND
20501489,20501489_4_13,"To determine whether intermittent claudication was an independent predictor of clinical outcomes , a three-step multivariable model was built : ( i ) demographic/clinical variables , ( ii ) biochemical measures added , ( iii ) high-sensitivity C-reactive protein and N-terminal pro B-type natriuretic-peptide added .",4,13,RESULTS
8971294,8971294_5_6,"Sucralfate enema treatment , which was significantly less effective than hydrocortisone enemas in this study , has very limited use in the treatment of active ulcerative proctitis .",5,6,CONCLUSIONS
20025832,20025832_7_11,Only healthier nutrition behaviour was negatively associated with non-completion in the final model .,7,11,RESULTS
17165335,17165335_0_6,To probe the results of trabeculectomy with human amniotic membrane ( HAM ) or mitomycin ( MMC ) in the treatment of glaucoma .,0,6,OBJECTIVE
